label,mean_weed_prob,pixel_count,area_m2,area_ha,zone,usage_L
1,0.08774439245462418,1775,4.437500000000001,0.0004437500000000001,Zona Blu,0.0005325000000000002
2,0.11247389018535614,1831,4.577500000000001,0.00045775000000000004,Zona Rossa,0.0006866250000000001
3,0.5738831162452698,1516,3.790000000000001,0.0003790000000000001,Zona Rossa,0.0005685000000000002
4,0.08822508901357651,2125,5.312500000000001,0.00053125,Zona Blu,0.0006375000000000002
5,0.29066404700279236,1826,4.565000000000001,0.00045650000000000015,Zona Rossa,0.0006847500000000002
6,0.00900882575660944,1470,3.6750000000000007,0.0003675000000000001,Zona Verde,0.0
7,0.002315729623660445,1753,4.382500000000001,0.0004382500000000001,Zona Verde,0.0
8,0.059027984738349915,1632,4.080000000000001,0.0004080000000000001,Zona Gialla,0.00030600000000000007
9,0.210595965385437,1454,3.6350000000000007,0.00036350000000000005,Zona Rossa,0.00054525
10,0.9836621880531311,1052,2.6300000000000003,0.00026300000000000005,Zona Rossa,0.0003945000000000001
11,0.9718469977378845,1520,3.8000000000000007,0.0003800000000000001,Zona Rossa,0.0005700000000000001
12,0.9289159774780273,1193,2.9825000000000004,0.00029825,Zona Rossa,0.000447375
13,0.23346708714962006,1989,4.972500000000001,0.0004972500000000001,Zona Rossa,0.0007458750000000001
14,0.0009939242154359818,723,1.8075000000000003,0.00018075000000000003,Zona Verde,0.0
15,0.5618208646774292,1091,2.7275000000000005,0.00027275000000000004,Zona Rossa,0.0004091250000000001
16,0.006306179333478212,1857,4.642500000000001,0.0004642500000000001,Zona Verde,0.0
17,0.7239041924476624,1117,2.7925000000000004,0.00027925000000000004,Zona Rossa,0.0004188750000000001
18,0.8325678706169128,1708,4.2700000000000005,0.000427,Zona Rossa,0.0006405
19,0.13940861821174622,1689,4.222500000000001,0.0004222500000000001,Zona Rossa,0.0006333750000000001
20,0.03943605348467827,1623,4.057500000000001,0.0004057500000000001,Zona Gialla,0.00030431250000000006
21,0.07256554812192917,2907,7.267500000000002,0.0007267500000000002,Zona Blu,0.0008721000000000003
22,0.003683790797367692,1654,4.135000000000001,0.0004135000000000001,Zona Verde,0.0
23,0.011295036412775517,1997,4.992500000000001,0.00049925,Zona Verde,0.0
24,0.3730929493904114,1848,4.620000000000001,0.0004620000000000001,Zona Rossa,0.0006930000000000001
25,0.0069573563523590565,1732,4.330000000000001,0.0004330000000000001,Zona Verde,0.0
26,0.15852706134319305,1449,3.6225000000000005,0.00036225000000000005,Zona Rossa,0.000543375
27,0.04929326847195625,1308,3.2700000000000005,0.00032700000000000003,Zona Gialla,0.00024525
28,0.0010594690684229136,1678,4.195000000000001,0.0004195000000000001,Zona Verde,0.0
29,0.015018222853541374,1981,4.952500000000001,0.00049525,Zona Verde,0.0
30,0.003602460725232959,695,1.7375000000000003,0.00017375000000000002,Zona Verde,0.0
31,0.004804346244782209,1101,2.7525000000000004,0.00027525000000000005,Zona Verde,0.0
32,0.018255041912198067,845,2.1125000000000003,0.00021125000000000004,Zona Verde,0.0
33,0.007578195072710514,1409,3.522500000000001,0.0003522500000000001,Zona Verde,0.0
34,0.015011117793619633,2026,5.065000000000001,0.0005065000000000001,Zona Verde,0.0
35,0.030908813700079918,2224,5.560000000000001,0.0005560000000000002,Zona Gialla,0.00041700000000000016
36,0.008690723218023777,1873,4.682500000000001,0.0004682500000000001,Zona Verde,0.0
37,0.001142230466939509,1412,3.5300000000000007,0.00035300000000000007,Zona Verde,0.0
38,0.00234425300732255,1441,3.6025000000000005,0.00036025000000000006,Zona Verde,0.0
39,0.001199442194774747,2187,5.467500000000001,0.0005467500000000001,Zona Verde,0.0
40,0.0614062175154686,1491,3.727500000000001,0.0003727500000000001,Zona Gialla,0.0002795625000000001
41,0.001154666650108993,1731,4.327500000000001,0.0004327500000000001,Zona Verde,0.0
42,0.08243225514888763,1745,4.362500000000001,0.00043625000000000006,Zona Blu,0.0005235000000000002
43,0.0011682636104524136,1903,4.757500000000001,0.0004757500000000001,Zona Verde,0.0
44,0.0017374788876622915,1076,2.6900000000000004,0.00026900000000000003,Zona Verde,0.0
45,0.0012605905067175627,1053,2.6325000000000007,0.0002632500000000001,Zona Verde,0.0
46,0.19641827046871185,799,1.9975000000000005,0.00019975000000000006,Zona Rossa,0.0002996250000000001
47,0.00895738136023283,1632,4.080000000000001,0.0004080000000000001,Zona Verde,0.0
48,0.00360447121784091,1596,3.9900000000000007,0.00039900000000000005,Zona Verde,0.0
49,0.0007388576632365584,1755,4.387500000000001,0.0004387500000000001,Zona Verde,0.0
50,0.002409776207059622,1767,4.4175,0.00044175000000000003,Zona Verde,0.0
51,0.01745183765888214,1623,4.057500000000001,0.0004057500000000001,Zona Verde,0.0
